title,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,description,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
하동 플라이웨이 케이블카,관광지,경상남도 하동군 금남면 경충로 461-7,경상남도 하동군 금남면 중평리 772,34.98083847,127.8952769,10000,화장실(3동)+주차장,,케이블카,,,,2022.4.22,2000,53,"총연장 2,556m의 선로와 40대의 캐빈으로 해발 849m 금오산 정상까지 운행하는 하동 플라이웨이 케이블카는 하루 최대 9,800명이 탑승할 수 있으며, 한려해상국립공원의 다도해와 금오산 절경을 동시에 조망할 수 있다.",055-880-2371,경상남도 하동군,2022.6.15,5440000,경상남도 하동군
서창한옥문화관,관광지,광주광역시 서구 눌재로 420,광주광역시 서구 세하동 559-1,35.11523537,126.8300424,1054.2,화장실+주차장+전기시설+통신시설+상하수도 시설,,,,,,1999.10.2,26,14,"서창한옥문화관은 방문객들에게 전통문화의 우수성과 아름다움을 안내하는 역할을 하면서 동시에 우리나라의 전통가옥인 한옥에 대한 의미를 알리는 곳으로 연중 전통문화강좌, 민속놀이, 예절학당, 한옥스테이 등 다채로운 프로그램을 운영하고 있다. 인근의 관광지로는 서구8경 중 3경인 만귀정, 용두동지석묘, 들녘낙조가 있어 한옥의 운치와 볼거리를 더한다",062-373-1365,서창한옥문화관,2022.6.17,3600000,광주광역시 서구
유니온파크,관광지,경기도 하남시 미사대로 710,경기도 하남시 신장동 27,37.54654783,127.2205032,79057,도로+주차장+관리사무소+화장실,,다목적 체육관+테니스장+족구장+농구장+체육시설+어린이 물놀이시설,유니온타워+야외무대,,,2015.6.1,500,237,"기존의 노후화 된 소각장, 재활용선별장, 음식물처리장, 중계펌프장 등의 시설 개선과 미사지구와 같은 택지개발사업 등으로 환경기초시설 확충이 요구됨에 따라 국내최초로 지하에 폐기물처리시설과 하수처리시설을 함께 설치한 신개념 환경기초시설이다. 지하에는 소각처리시설, 재활용선별시설, 음식물자원화시설, 하수처리시설 등이 설치되어 있고, 지상에는 잔디광장, 어린이물놀이시설, 다목적체육관, 야외체육시설 등 다양한 주민친화시설이 있는 하남유니온파크와 한강·검단산 등 하남의 아름다운 경관을 한눈에 조망할 수 있는 하남유니온타워(105m)가 설치되어있다.",031-790-6255,경기도 하남시청 문화체육과,2022.5.27,4040000,경기도 하남시
광주향교,관광지,경기도 하남시 대성로 126-13,경기도 하남시 교산동 227-3,37.52207622,127.1984175,7127,공중화장실,,,,,,1983.9.19,100,45,"고려, 조선시대의 교육기관으로 유학을 가르치고 인재를 양성하던 곳",031-790-6145,경기도 하남시청 문화체육과,2022.5.27,4040000,경기도 하남시
이성산성,관광지,,경기도 하남시 춘궁동 산 36,37.52530687,127.1847777,128891,주차장+화장실+공원,,,,,,2000.9.16,3000,35,6세기 중반경에 신라가 쌓은 것으로 추정되는 신라시대 산성,031-790-6145,경기도 하남시청 문화체육과,2022.5.27,4040000,경기도 하남시
미사경정공원,관광지,경기도 하남시 미사대로 505,,37.55345204,127.2132128,1329933,조정호수+축구장+족구장+매점+자전거대여 등,,"조정호수, 축구장, 족구장, 매점, 자전거대여 등",,,,1980.1.1,10000,3500,"86아시안게임 및 88 서울 올림픽 당시 조정, 카누경기를 위해 만들어진 공원으로 조정호수를 중심으로 축구장, 족구장 등 스포츠시설을 비롯하여 매점, 자전거 대여 등 편의시설과 놀이시설을 갖춘 시민들의 여가선용 장소임",031-790-8883,한국체육산업개발주식회사,2022.5.27,4040000,경기도 하남시
세계무술공원,관광지,충청북도 충주시 남한강로 24,충청북도 충주시 금릉동 601,36.98782919,127.9055691,616968,종합안내소+주차장+도로+야외화장실,,돌미로원+라바랜드+어린이놀이시설,세계무술박물관+야외공연장,카페테리아,,1989.8.22,1436,718,무술의 메카 충주를 대내외에 알리고 충주호 권역의 관광거점 기능을 담당하는 테마관광지 조성,043-850-6751,충청북도 충주시청,2022.5.31,4390000,충청북도 충주시
충주호체험,관광지,충청북도 충주시 중앙탑면 중앙탑길 150,충청북도 충주시 중앙탑면 탑평리 545-1,37.02308256,127.8619229,223134,주차장+도로+화장실,,그랜드스탠드+마리나센터+중앙탑공원,야영장+풍류문화관+충주박물관,,,2004.8.13,1100,285,역사 문화와 수변공간이 어우러지는 체험관광지 조성 / 수변의 위락시설과 생태환경의 조화로 체험가능한 수변 휴식 학습공간 조성 /수상레저활성화를 위한 국제수변레포츠단지 조성,043-850-6731,충청북도 충주시청,2022.5.31,4390000,충청북도 충주시
능암온천,관광지,충청북도 충주시 앙성면 새바지길 37,충청북도 충주시 앙성면 능암리 14-1,37.09370046,127.802172,199210,도로,,,,,,1989.12.14,280,100,중원 유적과 충주호반 관광 등 주변 관광자원과 중부권 유일의 탄산온천 자원을 연계한 종합 온천휴양 관광지 조성,043-850-6742,충청북도 충주시청,2022.5.31,4390000,충청북도 충주시
충온온천,관광지,충청북도 충주시 앙성면 산전장수1길 103,충청북도 충주시 앙성면 돈산리 13-1,37.10173095,127.7962316,224825,도로,콘도미니엄,,,,,1989.12.14,720,165,중원 유적과 충주호반 관광 등 주변 관광자원과 중부권 유일의 탄산온천 자원을 연계한 종합 온천휴양 관광지 조성,043-850-6742,충청북도 충주시청,2022.5.31,4390000,충청북도 충주시
맥문동숲길,관광지,,광주광역시 북구 문흥동 1012,35.18561007,126.9216152,7274,화장실+주차장,,종합체육시설,,,,2017.11.22,1000,30,산책하며 꽃구경을 할 수 있음,062-971-6467,광주광역시 북구청,2022.1.1,6290000,광주광역시
평택호관광단지,관광단지,경기도 평택시 현덕면 평택호길 48,경기도 평택시 현덕면 권관리 551-3,36.9148246,126.912951,663115,관리사무소+화장실(6동)+주차장(5개소) 등,관광호텔 등,수변데크+공원+바닥분수+벽천폭포 등,한국소리터+평택호예술관+지영희국악관 등,식당+카페 등　,관리사무소,1977.3.31,100000,724,문화와 예술이 살아숨쉬는 친환경 문화관광단지,031-8024-8687,경기도 평택시청,2022.5.31,3910000,경기도 평택시
산정호수,관광지,경기도 포천시 영북면 산정호수로411번길 5 일원,경기도 포천시 영북면 산정리 451-3일원,38.065669,127.315722,644500,관리사무실+화장실+주차장,,,,,,1977.3.30,20000,500,백운산에서 흘러내린 맑은 물이 계곡을 이룬곳으로 경관이 수려함,031-538-3363,경기도 포천시청 관광사업과,2022.5.23,5600000,경기도 포천시
백운계곡,관광지,경기도 포천시 이동면 포화로 236-24 일원,경기도 포천시 이동면 도평리 35 일원,38.072165,127.409889,148000,관리사무실+화장실+주차장,,,,,,1987.9.4,10000,100,"명성산 밑에 위치한 호수로 경관이 둘레길이 잘 조성되어 있고, 가을 억새로 장관을 이룸",031-538-3363,경기도 포천시청 관광사업과,2022.5.23,5600000,경기도 포천시
김해가야테마파크,관광지,경상남도 김해시 가야테마길 161,경상남도 김해시 어방동 986,35.25163508,128.8937494,165078,일반음식점+화장실+공연장+주차장,카라반 캠핑장,가야무사어드벤처+익사이팅 사이클+익사이팅 타워,철광산공연장,,,2015.5.21,5000,281,"가야의 역사를 놀이, 체험, 전시를 통해 보고 듣고 느낄 수 있는 오감 체험형 테마파크",055-330-3901,경상남도 김해시청,2022.6.7,5350000,경상남도 김해시
김해낙동강레일파크,관광지,경상남도 김해시 생림면 마사로473번길 41,경상남도 김해시 생림면 마사리 654-4,35.37177644,128.8208387,313.87,전망대+열차카페+주차장+화장실,없음,낙동강레일바이크,와인동굴+철교전망대,열차카페,,2016.4.22,1000,210,"밀양시 삼랑진역과 광주시 광주송정역을 잇는 경전선으로 레일바이크, 와인동굴, 열차카페, 철교 전망대를 조성",055-330-3901,경상남도 김해시청,2022.6.7,5350000,경상남도 김해시
가야랜드,관광지,경상남도 김해시 인제로 368(삼방동),경상남도 김해시 삼방동 1391-2,35.25817158,128.9024348,1352.91,음식점+화장실+주차장+의무실,카라반+글램핑+오토캠핑장,14종의 유기기구,,,,1991.10.5,1000,398,가야테마파크 건너편에 자리한 어드벤처 놀이동산,055-330-3241,경상남도 김해시청,2022.6.7,5350000,경상남도 김해시
김해천문대,관광지,경상남도 김해시 가야테마길 254(어방동),경상남도 김해시 어방동 산2-80,35.25306424,128.887298,6600,사무실+관측실+휴게실+화장실+주차장,없음,,전시동+관측동,,,2002.2.1,500,13,밀레니엄 기념사업의 일환으로 2002년 2월 1일 개관한 영남지역 유일의 시민 천문대,055-330-3901,경상남도 김해시청,2022.6.7,5350000,경상남도 김해시
롯데워터파크,관광지,경상남도 김해시 장유로 555(신문동),경상남도 김해시 신문동 1417,35.17891121,128.8285605,122397.27,음식점+화장실+주차장+의무실,없음,28종의 유기기구,,,,2014.5.1,20000,732,남태평양 폴리네시아를 콘셉트로 2만여 명을 동시에 수용할 수 있는 국내 최대 규모의 워터파크,055-330-3241,경상남도 김해시청,2022.6.7,5350000,경상남도 김해시
클레이아크김해미술관,관광지,경상남도 김해시 진례면 진례로 275-51,경상남도 김해시 진례면 송정리 358,35.25086479,128.7447968,41952,전시관+체험관+커피숍+도자점+화장실+주차장,없음,,돔하우스+큐빅하우스+체험관,,,2006.3.24,500,203,세계 최초의 건축도자 전문 미술관,055-330-3211,경상남도 김해시청,2022.6.7,5350000,경상남도 김해시
김해한옥체험관,관광지,경상남도 김해시 가락로93번길 40(봉황동),경상남도 김해시 봉황동 425-13,35.23436297,128.8766847,4132,음식점+화장실+숙박시설,13개 객실,,,,,2010.11.22,30,10,소박한 전통의 멋과 편리한 현대적인 편의시설을 두루 갖춘 한옥 체험관,055-330-3211,경상남도 김해시청,2022.6.7,5350000,경상남도 김해시
노무현대통령생가,관광지,경상남도 김해시 진영읍 봉하로111번길 16,경상남도 김해시 진영읍 본산리 36,35.31448783,128.7701595,305,화장실+주차장+카페테리아,없음,,,,,2009.9.1,5000,240,"故 노무현 대통령이 1946년 9월 1일 태어나 8살까지 살았던 집, 전통적인 초가집 형태로 본채에 방 2칸과 부엌, 아래채에 헛간과 옛날식 화장실이 있다",055-330-3901,경상남도 김해시청,2022.6.7,5350000,경상남도 김해시
수로왕릉,관광지,경상남도 김해시 가락로93번길 26(서상동),경상남도 김해시 서상동 312,35.23487875,128.8772054,49488,화장실+주차장+안내소,없음,,,,,1963.1.21,5000,38,가락국의 시조인 김수로왕의 릉으로 김해의 상징적인 문화유적이다,055-330-7313,경상남도 김해시청,2022.6.7,5350000,경상남도 김해시
부경동물원,관광지,경상남도 김해시 유하로226번길 70,경상남도 김해시 유하동 88,35.2203238,128.8197957,250,음식점+화장실+주차장,없음,,,,,2013.9.27,500,30,다양한 동물들을 보고 만질 수 있는 동물원,055-330-3241,경상남도 김해시청,2022.6.7,5350000,경상남도 김해시
해인사,관광지,경상남도 합천군 가야면 해인사길 122,경상남도 합천군 가야면 치인리 10,35.801504,128.0976255,84227,관리사무소,,,,,,2020.7.7,5000,500,합천 대표 관광지이자 한국관광공사가 선정한 한국관광100선에 4회 연속 선정된 역사 그대로의 유산,055-934-3001,경상남도 합천군청,2022.6.2,5480000,경상남도 합천군
대장경테마파크,관광지,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 야천리 943,35.76749785,128.1365362,86402,관리사무소,,,,,,2020.7.7,5000,500,해인사 팔만대장경을 비롯한 각종 기록의 문화를 총집합 해놓은 복합테마파크,055-930-4696,경상남도 합천군청,2022.6.2,5480000,경상남도 합천군
오도산 자연휴양림,관광지,경상남도 합천군 봉산면 오도산휴양로 398,경상남도 합천군 봉산면 압곡리 산150,35.67233319,128.0553007,506854,치유의 숲,,,,,,2020.7.7,200,50,웰니스 관광지로 선정된 대표 힐링 관광지,055-930-3733,경상남도 합천군청,2022.6.2,5480000,경상남도 합천군
합천박물관,관광지,경상남도 합천군 쌍책면 황강옥전로 1558,경상남도 합천군 쌍책면 성산리 504,35.58042271,128.2829423,10627,관리사무소,,,,,,2020.7.7,184,77,합천의 살아숨쉬는 역사와 문화가 담긴 관광지,055-930-4882,경상남도 합천군청,2022.6.2,5480000,경상남도 합천군
황매산군립공원,관광지,경상남도 합천군 가회면 황매산공원길 4,경상남도 합천군 가회면 둔내리 1319,35.48184913,128.0037495,2600000,주차장,,,,,,2020.7.7,20000,1200,사계절 색이 바뀌는 도화지로 풍경이 일품인 대표관광지,055-930-4753,경상남도 합천군청,2022.6.2,5480000,경상남도 합천군
영상테마파크&청와대세트장,관광지,경상남도 합천군 용주면 합천호수로 757,경상남도 합천군 용주면 가호리 418,35.54877253,128.0728984,75734,관리사무소,,,,,,2020.7.7,10000,500,"국내 최대 영화, 드라마세트장으로 많은 프로그램이 촬영한 장소",055-930-4693,경상남도 합천군청,2022.6.2,5480000,경상남도 합천군
합천댐 물문화관,관광지,경상남도 합천군 대병면 합천호수로 197,경상남도 합천군 대병면 회양리 1603-1,35.531585,128.0295197,756,주차장,,,,,,2020.7.7,150,30,합천댐을 지키며 수려한 경관을 자랑하는 곳,055-930-5205,경상남도 합천군청,2022.6.2,5480000,경상남도 합천군
황계폭포,관광지,경상남도 합천군 용주면 황계2길 30,경상남도 합천군 용주면 황계리 산156,35.51135706,128.071173,11804,화장실,,,,,,2020.7.7,200,40,떨어지는 폭포소리와 그 풍경이 예술인 자연의 신비,055-930-4663,경상남도 합천군청,2022.6.2,5480000,경상남도 합천군
